,automotive industry,auto insurance,second hand car,mobile phone,mercedes benz,electrical appliance,wifi,clothing,shoes,underwear,electricity,energy,gasoline,tobacco,video game,t-shirt,natural gas,health care,furniture,interior design,ebook,novel,footwear,lingerie,real estate,life insurance,dessert,potato,coffee,bottled water,margarine,offal,juice,jam,veterinarians,amusement park,television,hairdresser,timber,travel agency,nightclub,fur,vitamins,petroleum,beer,lawyer,renovation,restaurant
2012-09-16,0.0,4.186146321702071,61.30660156116319,50.952121912664126,95.25743936291752,0.0,99.6042319275862,88.10618219177495,117.61442670406461,11.551860635427207,53.42025427156859,31.50960897815948,54.5263143962885,13.996007614578403,61.51169958099352,45.478993840937555,25.90309366374028,46.6962814543605,40.00376376983505,59.811081281818005,55.09448306992362,9.902102072922284,0.0,24.971201126525028,35.255004117277934,6.331007309792878,51.010738345680835,79.47987955143208,76.68795359240961,0.0,9.32687868327904,6.70930682227213,19.35577041029648,65.82552288913327,42.15965191591973,6.3067438774986,167.06060850073993,71.61984561599135,0.0,9.61196363669341,17.501306192858518,16.521514116251687,48.52034510040666,33.8001953439353,46.71343157136418,69.91818482196206,9.98557937841809,87.98690288190016
2012-09-23,14.366224701781299,6.802487772765866,62.82034480958697,55.31944664803533,76.20595149033402,0.0,87.886086994929,98.59501340508149,150.7877265436726,18.21639561740444,54.447566853714136,27.69026243535227,59.00792927817522,19.27751992196648,65.75388575899308,41.63569858677382,27.488997357438663,12.181638640267957,37.59389848249558,55.48738865903598,68.67942410086368,16.503503454870476,7.910785519701985,30.66638734836407,34.840239362957014,6.331007309792878,40.07986584303494,67.96105642803613,73.57898250082545,5.3068680055956525,3.8155412795232433,0.0,13.866820592451209,76.3576065513946,41.62598543597138,7.207707288569829,153.92101007933343,68.90010464323218,9.816990422351259,8.71782748444286,17.90831331362267,6.989871356875714,51.9372708117029,33.33717896936085,56.51748511103321,69.91818482196206,8.366296235971912,89.12958993231446
2012-09-30,11.492979761425039,5.581528428936095,66.60470293064643,56.04733410393054,69.53793073492979,0.0,96.6746956944219,94.39948091975887,132.69319935843188,13.329069963954469,46.22906619654974,26.735425799650468,50.79163532804956,9.770797768667942,72.1171650259924,52.52503514023774,23.788555405475766,34.51464281409255,39.52179071236715,56.928619533296654,61.886953585393655,29.156189436937836,4.175136802064936,27.161657365693888,35.255004117277934,3.587570808882631,57.569261847268365,74.8723503020737,79.79692468399378,0.0,7.8430570745755555,4.727011624782637,15.022388975155476,71.09156472026393,44.82798431566149,8.4089918366648,142.6584971466993,76.15274723725663,23.16809739674897,6.929555179941761,18.31532043438682,19.063285518751947,68.33851422592487,30.55908072191411,57.67090317452368,58.91981867019275,7.556654664748825,83.41615468024301
2012-10-07,12.313906887241114,3.3140325046808066,62.82034480958697,49.49634700087372,67.63278194767143,0.0,96.6746956944219,86.00841594911364,129.67744482755842,15.106279292481732,46.22906619654974,28.16768075320317,53.77937858264071,0.0,66.81443230349296,40.99514937774653,16.9163060661161,40.09789385754869,35.184033195156125,61.25231215607868,65.66054831621034,21.454554491331617,4.175136802064936,32.85684358753293,33.59594509999427,6.5420408867859745,44.4522148440933,82.93552648845086,67.36104031765709,0.0,10.598725776453453,10.521412971290387,7.222302391901671,75.04109609361193,44.29431783571314,8.709312973688544,170.81477947828466,67.08694399472608,18.848621610914417,6.035419027691211,13.431234985217001,14.29746413906396,64.23820337236938,33.8001953439353,53.633939952307024,78.55975822692366,12.684384615828384,78.84540647858586
2012-10-14,19.70225101958578,0.0,59.035986688527515,45.129022265502506,57.15446361775051,6.955960785385828,98.13946381100405,98.59501340508149,138.72470842017879,15.106279292481732,63.69338009302409,30.077354024606777,58.26099346452743,19.541595537335883,62.57224612549341,45.478993840937555,38.59032321332735,24.363277280535915,36.147979310091905,61.25231215607868,65.66054831621034,23.104904836818662,8.350273604129873,31.980661091865386,31.52212132838968,6.5420408867859745,51.010738345680835,108.27693735992196,83.94221947277268,0.0,6.995159012459279,4.269558886900446,13.866820592451209,76.3576065513946,41.09231895602303,6.006422740474857,131.39598421406512,60.74088172495469,0.0,8.494293446380222,16.687291951330213,21.92277834656474,56.72096680751765,32.41114622021193,40.36963222216657,65.99019691061588,0.0,77.70271942817158
2012-10-21,13.545297575965224,0.0,63.57721643379887,51.680009368559325,63.82248437315474,21.737377454330712,93.7451594612576,101.74166276907346,140.2325856856155,18.21639561740444,54.447566853714136,31.50960897815948,61.24873671911858,26.40756153694038,62.57224612549341,42.276247795801105,32.77534300309994,19.79516279043543,38.55784459743137,58.36985040755733,69.43414304702702,24.205138400476695,0.0,32.85684358753293,35.66976887159885,4.009637962868823,42.994765177073845,96.75811423652601,73.57898250082545,0.0,4.8754138571685885,0.0,16.755741549211876,60.55948105800261,41.09231895602303,9.009634110712286,187.7085488772359,67.99352431897914,3.9267961689405033,8.941361522505497,18.31532043438682,25.73543545031513,48.52034510040666,41.67147371170106,43.829886412638,72.27497756876977,6.88195335539625,74.2746582769287
2012-10-28,23.80688664866615,0.0,63.57721643379887,51.680009368559325,71.44307952218814,0.0,86.42131887834685,100.69277964774281,122.1380585003748,21.32651194232715,50.33831652513194,31.50960897815948,70.95890229653982,20.8619736141829,75.29880465949206,40.35460016871924,23.259920840909636,15.227048300334946,38.07587153996347,55.48738865903598,66.41526726237367,19.254087364015554,0.0,22.342653639522393,31.936886082710597,6.5420408867859745,59.02671151428782,115.18823123395954,71.50633510643598,0.0,0.0,0.0,16.466849453535808,68.4585438046986,32.55365527684941,6.3067438774986,161.42935203442286,64.36720302196692,9.424310805457209,7.600157294129673,20.75736315897173,9.531642759375973,52.62065595396215,33.8001953439353,44.406595444383235,59.70541625246198,3.6433870705038975,77.70271942817158
2012-11-04,13.95576113887326,7.151333299574372,60.5497299369513,52.407896824454525,64.77505876678391,0.0,84.9565507617647,98.59501340508149,116.1065494386279,21.32651194232715,55.47487943585969,32.941863931712184,44.06921300521947,19.805671152705287,64.69333921449318,43.55734621385569,40.176226907025736,37.052484197481704,39.52179071236715,65.5760047788607,56.60392096225029,18.15385380035752,0.0,23.65692738302371,32.766415591352434,0.0,48.82456384515165,95.60623192418642,81.86957207838324,8.980853547931105,4.451464826110451,0.0,8.955654965958072,61.87599151578527,36.28932063648787,3.904174781308657,163.30643752319523,59.83430140070164,8.638951571669107,8.047225370254948,12.6172207436887,11.7556927365637,49.20373024266591,35.652260842233126,42.67646834914753,68.34698965742358,8.906057283453972,70.84659712568585
2012-11-11,13.545297575965224,0.0,53.73788531904428,52.407896824454525,65.72763316041309,0.0,86.42131887834685,92.30171467709756,108.56716311144426,12.884767631822653,50.33831652513194,30.077354024606777,47.80389207345841,12.675629537731384,66.81443230349296,39.07350175066466,40.176226907025736,44.158440070971345,37.11192542502769,62.69354303033935,55.849202016086956,19.80420414584457,7.471297435274097,29.35211360486275,31.107356574068763,5.6979065788135905,56.84053701375864,99.0618788612052,79.79692468399378,0.0,6.995159012459279,0.0,19.933554601648613,65.82552288913327,42.69331839586808,7.508028425593571,97.60844541616267,58.927721076448584,0.0,6.482487103816486,17.094299072094365,19.69872836937701,42.369878820073424,41.67147371170106,43.25317738089276,68.34698965742358,7.691594926619339,75.417345327343
2012-11-18,0.0,9.593251987233913,52.981013694832384,54.59155919214013,56.20188922412134,0.0,99.6042319275862,101.74166276907346,104.04353131513409,11.996162967559021,51.365629107277485,31.987027296010382,44.816148818867255,20.06974676807469,65.75388575899308,39.71405095969195,36.47578495506284,37.560052474159534,34.70206013768823,61.25231215607868,58.113358854576965,32.45689012791193,3.9553927598509926,25.4092923743588,30.27782706542693,6.964108040772166,44.4522148440933,100.2137611735448,77.72427728960434,0.0,7.631082559046487,0.0,8.666762870282005,76.3576065513946,41.09231895602303,6.3067438774986,99.48553090493502,60.74088172495469,11.78038850682151,6.035419027691211,13.838242105981154,15.886071265626622,55.354196522999146,32.41114622021193,40.94634125391181,65.99019691061588,7.42171440287831,85.70152878107159
2012-11-25,29.55337652937867,9.94209751404242,52.224142070620495,53.86367173624493,60.96476119226721,0.0,99.6042319275862,104.88831213306543,119.12230396950135,18.660697949536257,57.52950460015079,34.85153720311579,44.06921300521947,12.675629537731384,65.75388575899308,44.838444631910264,35.94715039049671,31.469233154025556,35.666006252624015,59.090465844687664,56.60392096225029,39.60840829168914,8.350273604129873,32.85684358753293,32.351650837031514,2.743436500910247,49.55328867866138,100.2137611735448,96.37810383910937,0.0,6.3592354658720724,0.0,10.111223348662339,64.5090124313506,45.36165079560984,12.6134877549972,95.7313599273903,61.647462049207746,0.0,8.71782748444286,17.501306192858518,21.92277834656474,68.33851422592487,35.189244467658675,44.98330447612847,67.56139207515434,9.71569885467706,87.98690288190016
2012-12-02,15.187151827597372,0.0,47.68291232534915,61.14254629519695,59.05961240500886,0.0,93.7451594612576,93.35059779842823,116.1065494386279,23.103721270854415,70.88456816804293,33.89670056741399,46.31002044616283,11.883402691623171,67.87497884799285,49.32228909510129,49.163014504649915,21.825435897146757,28.436410390605634,53.32554234764497,61.13223463923032,38.50817472803111,0.0,25.84738362219257,29.448297556785096,7.175141617765262,48.09583901164193,90.99870267482804,103.63236971947245,0.0,6.78318449693021,0.0,19.933554601648613,75.04109609361193,28.817989917210955,9.610276384759771,122.01055677020334,70.7132652917383,0.0,6.035419027691211,20.75736315897173,13.02657843781383,66.97174394140637,28.24399884904183,41.52305028565705,56.563025923385034,6.477132569784707,93.7003381339716
2012-12-09,14.366224701781299,0.0,49.95352719798482,61.87043375109215,61.91733558589639,0.0,108.3928406270791,93.35059779842823,116.1065494386279,29.323953920699832,67.80263042160628,33.41928224956308,50.79163532804956,8.186344076451519,78.48044429299173,48.681739886074006,47.57711081095153,19.79516279043543,26.026545103266173,46.840003413471926,55.09448306992362,29.156189436937836,3.5159046754231045,37.237756065870656,25.30065001357593,3.165503654896439,44.4522148440933,90.99870267482804,83.94221947277268,0.0,16.957961242325524,12.503708168779879,21.08912298435288,97.42177387591724,38.42398655628128,20.12151618059077,159.5522665456505,60.74088172495469,14.921825441973914,6.929555179941761,14.652256347509457,10.48480703531357,49.88711538492516,28.24399884904183,46.136722539618944,62.847806581538926,6.072311784173163,100.55646043645733
2012-12-16,7.798807695252705,10.116520277446673,43.898554204289695,61.14254629519695,54.29674043686298,0.0,96.6746956944219,102.79054589040412,99.5198995188239,29.768256252831648,86.29425690022617,27.21284411750137,35.85291905509381,12.41155392236198,96.50973554948983,47.40064146801942,31.18943930940156,27.408686940602905,25.54457204579828,38.913233605038215,54.33976412376028,24.205138400476695,21.9744042213944,37.67584731370442,24.471120504934095,3.376537231889535,63.39906051534618,110.58070198460115,78.76060098679906,0.0,0.0,0.0,12.133468018394806,131.65104577826654,38.95765303622962,11.412203206902229,108.87095834879682,76.15274723725663,10.209670039245308,4.470680761252749,22.38539164202834,15.886071265626622,36.21941253974018,24.53986785244618,40.36963222216657,57.348623505654274,0.0,89.12958993231446
2012-12-23,25.038277337390262,5.930373955744601,56.00850019167995,72.78874558952018,72.39565391581732,0.0,146.476811658215,104.88831213306543,120.63018123493806,27.102442260040753,102.73125821455497,32.46444561386128,42.57534137792389,8.97857092255973,106.05465444998883,33.94910807844634,42.81939972985638,9.136228980200968,24.098652873394606,37.47200273077755,75.47189461633373,26.955722309621773,3.9553927598509926,43.80912478337724,27.374473785180513,0.0,72.87248335097262,114.03634892161995,62.17942183168347,0.0,12.506496416215075,0.0,14.733496879479409,115.85292028487456,37.89032007633293,9.009634110712286,120.13347128143097,76.15274723725663,7.460912720986957,7.600157294129673,26.0484557289057,25.09999259969006,36.21941253974018,17.13160585925488,43.829886412638,36.92308636665412,5.262670212950074,102.8418345372859
2012-12-30,13.545297575965224,0.0,57.522243440103736,64.05409611877775,60.96476119226721,0.0,98.13946381100405,92.30171467709756,111.58291764231771,24.880930599381674,89.37619464666282,34.85153720311579,51.538571141697346,12.41155392236198,85.90427010449095,32.66800966039177,28.546266486570918,30.961664877347726,33.73811402275245,43.95754166495058,65.66054831621034,22.004671273160632,10.32796998405537,36.361573570203106,31.52212132838968,7.80824234874455,61.941610848326725,99.0618788612052,74.61530619802016,0.0,6.995159012459279,0.0,21.08912298435288,82.94015884030792,47.49631671540324,8.709312973688544,140.78141165792692,79.77906853426884,8.246271954775057,10.50609978894396,20.35035603820758,20.334171220002077,47.83695995814741,31.022097096488565,42.09975931740229,55.7774283411158,0.0,100.55646043645733
2013-01-06,21.49015464221377,0.0,55.177102121140095,55.67870461526879,59.452009731406584,4.39046076144646,108.67006185174719,88.64445063737463,107.99821757187532,22.06618937903414,93.91191577812351,37.412564562934264,49.148446281657314,10.541773278013052,60.38699793511331,34.39945971731155,42.94545742851205,37.74405752361621,32.284094105362534,49.43557179541638,58.97508178794925,38.432203119024024,4.350170050395431,36.54862615692346,36.67890156055371,4.694820478965756,33.992844398486774,86.68264243126471,80.32178912366753,0.0,4.440378292871483,0.0,16.48300706427274,42.21728805835493,44.52993876757416,5.915179105136407,144.02340740605564,63.87765400228859,5.647492974940549,10.17180313383352,17.560530662486705,8.921710608632212,50.12741602349248,22.437154280252578,36.300414955646076,81.2986425390127,8.981987399718935,74.84396459669752
2013-01-13,19.63298078424468,0.0,58.330079385205245,57.29258011136354,68.19495233896637,0.0,89.83391779744434,94.63394054530535,98.74122749428601,16.65372783323331,71.28253848219013,36.09212110777188,49.148446281657314,22.369128663100867,65.71526245879978,40.13270300353014,40.448628508249726,51.56582506747567,38.113166652164104,58.91636638631815,65.52786865327694,25.357329892964305,0.0,33.6632083024295,33.18567284050098,0.0,42.08637877907886,89.67169906682557,71.1712055526168,0.0,15.190767844034019,5.951326881185783,12.256594996510499,40.85544005647251,39.4569077687366,7.79728154767981,225.03657407196192,66.43276016238013,0.0,11.988196550589507,22.89140604217017,12.745300869474589,53.813255436984576,35.82071999128043,37.72396064018122,63.80399794200997,5.322659199833443,73.3764358791152
2013-01-20,21.224844091075326,4.3034295744053,52.812369173091234,55.67870461526879,65.57206955669844,0.0,104.3232593776773,105.41502237958065,107.99821757187532,13.739325462417483,82.59722713015682,38.73300801809665,48.44632562049078,13.884286756407436,61.27504202239439,42.282669235862116,39.44989694014479,40.933696187583784,36.767996064440666,64.33396329540487,55.04340966875263,36.054953441558624,0.0,34.62501425392749,34.93228720052735,8.826262500455622,55.0360337880262,80.70452916014301,67.10427952103869,10.454201517654388,14.255951361324234,0.0,10.988671376181825,43.579136060237346,28.18350554909757,7.528409770173609,110.26792129526135,74.09807864265477,9.301753135196199,10.17180313383352,19.755596995297545,20.39248139115934,56.76192696777825,23.224422851489507,41.99459769378664,71.00767512901109,4.158327499869877,77.77902203186213
2013-01-27,5.836832125045715,0.0,57.541835069188956,54.871766867221424,63.823481035186475,0.0,98.52752274558412,103.01922641640836,103.36972253308066,23.315218966526636,73.54547621178348,33.891382015834566,49.148446281657314,3.599629899809335,60.38699793511331,48.73256793285803,37.45243380393493,28.706747975708105,41.25189802351879,56.884767545410625,47.1800654303594,29.715620968317545,9.456891413903111,33.182305326680506,34.05898002051416,5.445991755600277,51.79862003578937,85.18811411348429,77.27159459998394,0.0,6.777419499645947,0.0,23.667907579468547,46.30283206400218,34.38387676989904,5.646307327630207,105.76718981382211,68.13616426910782,0.0,7.810491692050739,30.103766849977212,11.895614144842948,52.33891967158774,37.39525713375429,39.14750632471635,72.03677187001125,7.318656399770984,83.64913690219134
2013-02-03,5.836832125045715,0.0,55.965346437156384,54.871766867221424,67.3206580782104,0.0,95.62965442953754,104.2171243979945,111.08388093107176,24.147905358188304,61.09931869902012,33.45123419744711,43.53148099232505,15.941218127727055,58.61090976055115,44.432635468194086,44.44355478066945,30.833173751686484,35.87121567262504,58.91636638631815,59.63036047448202,24.961121613386737,0.0,46.647588647652306,37.115555150560304,0.0,50.98926659773016,83.69358579570385,69.13774253682774,0.0,5.375194775581268,0.0,17.75093068460141,40.85544005647251,43.96626865659221,0.0,78.76280092518668,66.43276016238013,14.284835171908448,9.626885108806725,19.442016090610284,19.117951304211882,45.70440872730197,25.19259427958184,41.28282485151907,68.94948164701077,4.657326799854262,96.85689536043208
2013-02-10,23.08201794904442,0.0,53.60061348910752,55.67870461526879,68.19495233896637,3.559833049821454,98.52752274558412,92.23814458213306,100.28405917388423,19.56813020404914,57.70491210463011,25.968721284860255,38.61663636415932,12.34158822791772,74.59570333161057,44.432635468194086,32.95814174746274,27.643535087718917,35.42282547671723,52.821569863595585,64.87258996674417,32.489078925360516,3.40448090900512,33.182305326680506,34.93228720052735,0.0,73.65116286338801,107.60603888019068,80.32178912366753,6.2323124432170385,8.880756585742965,0.0,27.894319647230787,64.0068560884736,35.51121699186294,10.217127545235613,92.26499536950439,75.80148274938246,0.0,10.35344247550912,20.696339709359332,23.791228289685897,44.23007296190513,18.107177138449448,46.97700758965963,60.716707719009484,13.639314199573198,126.20746971207817
2013-02-17,26.53105511384416,0.0,54.388857805123806,52.4509536230793,67.3206580782104,0.0,97.07858858756083,94.63394054530535,107.99821757187532,16.65372783323331,53.17903664544344,34.33152983422203,42.82936033115852,23.140477927345724,58.61090976055115,42.99932464663944,31.959410179357807,44.654941295545946,41.25189802351879,55.53036831813895,58.31980310141648,16.640747742257826,4.539307878673493,34.62501425392749,34.495633610520755,8.262884042979731,50.98926659773016,88.17717074904513,72.18793706051132,8.041693475118759,6.310011258291054,0.0,18.173571891377634,47.664680065884596,36.07488710284489,9.948255767729412,90.01462962878477,64.72935605565243,9.63395860431035,14.349507992372288,16.93336885311218,35.26199907221303,48.65308025809564,32.278011420714236,39.859279166983924,75.12406209301174,4.657326799854262,77.77902203186213
2013-02-24,0.0,6.885487319048479,56.75359075317267,50.030140378937176,62.07489251367452,0.0,92.73178611349094,98.22763449006378,120.34087100866107,18.735443812387476,112.01541761487022,36.53226892615934,44.23360165349158,12.34158822791772,55.05873341142684,49.44922334363535,38.950531156092325,53.16064439945946,33.18087449717816,50.78997102268806,56.35396704181817,27.33837129085214,4.728445706951556,36.54862615692346,33.18567284050098,6.384955851393428,43.70508565519728,97.14434065572769,71.1712055526168,0.0,8.647052465065519,0.0,21.97734275236365,40.85544005647251,42.275258323646355,5.377435550124007,96.76572685094364,67.28446221574399,5.315287505826399,12.169835892265105,20.696339709359332,17.843421217264424,62.6592700293656,24.798959993963372,41.28282485151907,75.12406209301174,7.318656399770984,85.11666561977364
2013-03-03,7.959316534153248,0.0,56.75359075317267,52.4509536230793,67.3206580782104,0.0,98.52752274558412,92.23814458213306,121.88370268825929,8.74320711244749,83.7286959949535,37.85271238132172,49.148446281657314,13.37005391357753,58.61090976055115,48.73256793285803,33.457507531515205,27.643535087718917,40.355117631703166,58.23916677268231,47.835344116892166,28.92320440916241,4.539307878673493,31.73959639943353,34.495633610520755,2.8168922873794537,45.323792531315696,97.14434065572769,65.07081650524964,0.0,3.5055618101616965,0.0,21.554701545587427,43.579136060237346,50.73030998837563,4.033076662593005,87.76426388806516,63.02595194892474,0.0,13.622950625669894,18.501273376548497,19.117951304211882,46.44157661000038,33.45891427756963,44.129916220589344,71.00767512901109,8.81565429972414,96.85689536043208
2013-03-10,25.469812909290393,0.0,59.118323701221534,55.67870461526879,62.9491867744305,2.1358998298928724,107.2211276937239,103.01922641640836,118.79803932906286,15.404698245740814,66.75666302300347,32.130790742284724,51.25480826515691,25.71164214149525,60.38699793511331,57.33243286218592,23.969557634518356,40.933696187583784,37.21638626034848,58.23916677268231,53.07757360915433,22.187663656343766,3.7827565655612445,26.44966366619461,35.36894079053394,2.253513829903563,61.510861292499875,110.59509551575152,71.1712055526168,8.041693475118759,12.853726637259555,4.5230084297011945,18.59621309815386,61.28316008470877,36.07488710284489,7.528409770173609,92.26499536950439,59.61914373546935,6.976314851397149,14.531147334047887,17.560530662486705,22.94154156505426,56.76192696777825,28.735302850148038,48.40055327419476,63.80399794200997,9.314653599708524,95.38936664284977
2013-03-17,22.286086295629094,5.336252672262571,59.118323701221534,54.06482911917405,83.05795477181802,0.0,105.77219353570061,95.83183852689149,129.5978610862504,12.906639070755816,52.047567780646766,26.408869103247714,45.63784297582465,0.0,77.2598355934538,53.03250039752197,25.467654986675754,21.795864203778375,36.319605868532854,53.49876947723142,44.55895068422832,22.583871935921334,8.5112022725128,34.62501425392749,36.24224797054712,7.69950558550384,59.89215441638146,88.17717074904513,73.20466856840585,5.026058421949225,5.842603016936161,0.0,15.63772465072029,54.47392007529668,41.14791810168245,18.552152647927823,81.0131666659063,76.65318480274631,13.952629702794297,13.804589967345493,17.560530662486705,20.81732475347516,61.92210214666718,18.500811424067912,49.112326116462334,68.94948164701077,3.3266619998959017,95.38936664284977
2013-03-24,22.551396846767535,5.164115489286359,66.21252254536812,59.713393355505666,87.42942607559792,0.0,114.46579848384037,107.81081834275294,124.96936604745572,17.90275742072581,75.80841394137681,30.810347287122333,53.361170248656514,12.34158822791772,76.37179150617271,54.46581121907662,30.960678611252874,0.0,38.113166652164104,60.94796522722567,63.56203259367864,29.715620968317545,9.36232249976408,25.968760690445617,33.62232643050757,4.3192348406484955,78.50728349174327,100.13339729128855,77.27159459998394,6.433354780095008,4.907786534226376,0.0,15.63772465072029,87.15827212047469,42.83892843462831,9.948255767729412,87.76426388806516,72.39467453592707,0.0,12.169835892265105,23.204986946857435,20.39248139115934,50.8645839061909,23.618057137107975,51.95941748553262,54.542127273008525,16.633309999479508,99.79195279559669
2013-03-31,5.836832125045715,12.22173999131105,58.330079385205245,58.90645560745829,73.44071790350225,0.0,105.77219353570061,99.42553247164993,109.54104925147354,16.65372783323331,64.49372529341012,33.45123419744711,39.31875702532585,8.22772548527848,63.93917428423762,47.29925711130338,31.460044395305342,37.74405752361621,38.561556848071916,46.72677334087302,52.42229492262155,27.33837129085214,6.714392903871209,25.487857714696624,39.29882310059326,18.779281915863024,39.658318464901235,73.23188757124088,69.13774253682774,0.0,4.907786534226376,0.0,24.09054878624477,38.131744052707674,47.91195943346587,8.33502510269221,81.0131666659063,66.43276016238013,17.939095332164097,13.259671942318697,20.696339709359332,17.843421217264424,56.02475908507983,29.128937135766503,51.95941748553262,67.92038490601061,9.647319799698115,85.11666561977364
2013-04-07,11.67366425009143,7.574036050953326,52.024124857074945,53.257891371126675,69.94354086047834,0.0,97.07858858756083,97.02973650847764,121.88370268825929,22.48253257486497,55.44197437503677,38.73300801809665,47.04208429815771,14.912752442067244,55.94677749870792,54.46581121907662,37.951799587987395,30.30156730769189,39.00994704397973,54.17596909086726,41.937835938097244,17.43316430141296,5.295859191785742,27.411469617692592,39.29882310059326,12.394326064469597,50.17991315967095,71.73735925346045,67.10427952103869,0.0,7.011123620323393,0.0,35.0792201624266,38.131744052707674,41.7115882126644,13.443588875310017,83.26353240662591,57.0640375753778,0.0,16.52918009247947,18.187692471861233,14.869517681053686,60.44776638127034,33.45891427756963,44.841689062856915,80.26954579801254,2.328663399927131,80.71407946702674
2013-04-14,17.245185823998703,10.328230978572718,60.694812333254106,50.83707812698455,78.68648346803812,2.6105442365357328,97.07858858756083,105.41502237958065,146.5690095618308,22.06618937903414,49.784630051053426,36.09212110777188,59.68025619915531,11.827355385087815,57.72286567327008,62.349020737627185,34.9556048836726,38.27566396761081,35.87121567262504,52.821569863595585,46.52478674382663,23.772496774654037,8.984046843207956,34.14411127817849,37.5522087405669,10.328605053724663,46.94249940743411,94.15528402016685,76.25486309208942,0.0,9.581868947775304,0.0,42.26412067762241,43.579136060237346,38.893237657754646,16.13230665037202,78.76280092518668,61.32254784219705,7.640725789625448,14.894426017399084,19.755596995297545,11.895614144842948,70.76811673904821,33.852548563188094,64.05955580408131,64.83309468301013,2.162330299932336,86.58419433735595
2013-04-21,12.734906454645197,0.0,54.388857805123806,55.67870461526879,67.3206580782104,0.0,85.48711532337447,100.62343045323607,129.5978610862504,26.6459645331733,58.836380969426784,33.45123419744711,62.488738843821444,25.197409298665345,59.49895384783223,57.33243286218592,22.471460282360958,22.327470647772973,34.97443528080941,55.53036831813895,45.869508057293864,35.65874516198105,3.8773254797002754,23.083342835951658,34.05898002051416,13.333290160262747,55.0360337880262,76.22094420680173,78.28832610787848,0.0,20.098554378260395,0.0,22.399983959139877,38.131744052707674,42.83892843462831,11.830358210272815,103.5168240731025,52.80552730855857,8.969547666082049,15.43934404242588,14.42472161561408,13.170144231790408,52.33891967158774,25.19259427958184,51.24764464326505,61.74580446000965,9.48098669970332,85.11666561977364
2013-04-28,9.551179840983897,0.0,59.118323701221534,53.257891371126675,60.326303992162565,0.0,92.73178611349094,97.02973650847764,134.22635612504504,7.077834329124157,113.14688647966689,35.651973289384415,57.57389421565571,14.39851959923734,59.49895384783223,66.64895320229112,27.96448390693808,26.048715755735135,40.355117631703166,53.49876947723142,50.456458863023244,28.526996129584845,3.688187651422213,28.37327556919058,33.18567284050098,15.77459680932494,55.845387226085414,92.66075570238641,70.15447404472226,0.0,9.114460706420411,0.0,24.513189993020998,43.579136060237346,50.16663987739368,10.485999322741813,87.76426388806516,67.28446221574399,10.962780480766948,11.62491786723831,15.679045234363132,19.117951304211882,44.23007296190513,30.703474278240368,49.824098958729905,62.77490120100981,4.823659899849058,99.79195279559669
2013-05-05,9.285869289845456,12.22173999131105,52.812369173091234,55.67870461526879,57.70342120989462,0.0,92.73178611349094,87.4465526557885,124.96936604745572,16.237384637402478,58.836380969426784,35.211825470996956,54.063290909823046,14.655636020652292,53.28264523686469,60.199054505295216,31.959410179357807,21.795864203778375,35.87121567262504,55.53036831813895,43.903671997695554,34.86632860282592,3.499049823144151,31.258693423684537,32.31236566048779,0.0,55.0360337880262,91.16622738460599,67.10427952103869,0.0,0.0,0.0,28.316960854007014,34.046200047060424,42.83892843462831,9.948255767729412,92.26499536950439,60.470845788833195,13.288218764565997,14.349507992372288,16.306207043737658,24.216071652001716,52.33891967158774,32.6716457063327,48.40055327419476,69.97857838801093,5.488992299828238,88.05172305493825
2013-05-12,14.85739086375273,0.0,59.90656801723782,52.4509536230793,69.94354086047834,4.5091218631071746,85.48711532337447,93.43604256371921,132.68352444544684,23.315218966526636,62.23078756381679,38.73300801809665,54.063290909823046,16.969683813386865,55.94677749870792,65.9322977915138,29.46258125909548,19.137831983805405,39.00994704397973,49.43557179541638,51.767016236088786,31.300454086627813,0.0,28.854178544939572,35.36894079053394,6.384955851393428,52.60797347384858,77.71547252458215,78.28832610787848,4.0208467375593795,0.0,0.0,21.554701545587427,44.94098406211976,37.76589743579074,9.410512212717013,74.26206944374744,61.32254784219705,8.305136727853748,13.259671942318697,14.42472161561408,5.098120347789835,56.76192696777825,35.0334514200435,56.23005453913804,72.03677187001125,1.9959971999375412,93.92183792526747
2013-05-19,14.85739086375273,0.0,66.21252254536812,51.644015875031926,62.07489251367452,2.2545609315535873,94.18072027151423,113.80030825068366,132.68352444544684,20.400816595710808,48.65316118625676,42.254190565196346,58.276014876822245,6.427910535373813,52.39460114958361,65.9322977915138,36.45370223583,21.795864203778375,37.66477645625629,57.56196715904647,45.21422937076109,24.961121613386737,0.0,43.28126781740936,33.18567284050098,11.455361968676446,51.79862003578937,100.13339729128855,81.33852063156205,0.0,9.114460706420411,0.0,29.16224326755946,43.579136060237346,42.83892843462831,13.712460652816217,78.76280092518668,56.21233552201396,0.0,12.8963932589675,15.051883424988606,0.0,64.87077367746086,38.576159990609696,55.51828169687047,75.12406209301174,4.657326799854262,92.45430920768517
